id,num_orders
1452353,332
1353276,140
1297182,21
1469299,24
1129687,177
1362599,242
1245170,424
1098570,55
1452600,45
1194207,44
1023619,96
1254600,136
1157094,221
1165391,34
1131248,42
1383646,158
1288250,116
1476141,85
1401237,34
1383510,64
1433607,43
1098207,186
1453624,163
1089046,176
1306954,1707
1413179,859
1379869,552
1037218,75
1247919,139
1097438,122
1441938,883
1060769,972
1409283,1271
1397517,105
1220386,93
1297481,207
1309280,1310
1013813,701
1087803,1229
1256077,106
1328392,81
1197947,154
1134877,213
1149222,113
1321757,186
1364052,97
1346914,116
1343936,869
1284997,740
1443980,292
1272226,47
1267791,40
1049345,51
1300007,397
1220471,486
1486124,488
1183373,149
1076787,139
1218918,111
1351627,158
1333350,256
1312936,422
1477543,48
1408514,45
1256773,46
1174904,559
1392815,399
1389126,304
1074816,79
1124612,154
1318251,105
1089252,362
1396463,309
1289632,317
1083889,380
1121896,283
1004866,118
1234436,31
1311318,50
1476647,34
1419834,276
1188670,304
1260238,276
1263791,85
1070835,87
1433069,94
1349084,527
1360259,195
1022475,362
1037167,64
1492031,53
1057541,57
1483675,96
1463966,76
1474096,53
1440771,35
1452763,46
1382621,300
1035365,481
1355984,302
1140520,19
1168148,135
1052343,166
1370827,226
1055728,33
1053449,27
1368579,24
1208370,58
1027455,28
1147326,57
1203029,30
1389643,60
1482071,37
1411487,305
1043533,299
1294351,171
1409427,285
1000264,242
1016463,76
1224218,21
1485114,51
1006410,50
1221242,150
1031339,445
1153545,195
1182144,82
1194788,70
1082828,86
1265773,384
1154515,130
1105986,228
1293017,41
1272587,32
1027143,28
1179146,62
1342337,51
1269746,29
1369030,203
1109605,374
1099603,256
1319113,17
1155697,17
1218892,97
1493357,115
1202597,148
1116108,25
1229780,20
1391127,19
1085957,60
1267409,46
1245159,60
1378973,45
1079844,227
1024089,218
1463712,123
1268331,413
1058344,381
1417277,178
1056035,79
1343254,112
1262833,60
1272751,227
1013213,435
1263405,389
1204818,76
1333742,33
1043262,55
1449237,1003
1080908,381
1073524,702
1196482,118
1068138,115
1320427,113
1184166,139
1228572,258
1075131,228
1128915,103
1182843,71
1094044,415
1209858,752
1222963,392
1037477,44
1001694,38
1054299,44
1371044,143
1254718,189
1086268,259
1003757,45
1448276,39
1489645,328
1491279,136
1408337,225
1360068,82
1316400,188
1110618,121
1146271,500
1474849,457
1352055,209
1245977,121
1165288,129
1081099,65
1441467,26
1336838,196
1106150,273
1190084,103
1232610,131
1321845,116
1159511,285
1441739,167
1096623,171
1474925,25
1118719,23
1297074,22
1054861,143
1208736,268
1161439,129
1282737,115
1194305,138
1353044,147
1063225,18
1116078,19
1075416,21
1088172,48
1320248,265
1271591,301
1127237,165
1243020,209
1416839,190
1172788,60
1473056,58
1060753,24
1053540,182
1261815,396
1489999,181
1133739,66
1384693,64
1072117,253
1023989,135
1183974,179
1171351,38
1004475,32
1080300,33
1164653,20
1444590,22
1169717,118
1399692,152
1393811,78
1177147,15
1455218,15
1478944,67
1415824,86
1041241,92
1045506,16
1210059,56
1139397,33
1008295,22
1406978,43
1470180,29
1326956,140
1268964,162
1267165,932
1414458,541
1105486,279
1246396,31
1223814,67
1208097,49
1426257,425
1402266,521
1273610,930
1082679,125
1061395,130
1448891,214
1121802,646
1017920,361
1220913,565
1201769,60
1214790,50
1055980,45
1143296,45
1161381,67
1049400,50
1388858,91
1367157,45
1056911,42
1363870,588
1206999,398
1220962,156
1244866,23
1161719,24
1492231,216
1492759,224
1408726,235
1337818,104
1136894,98
1050836,82
1157808,134
1438743,187
1092027,317
1286976,33
1244383,27
1220086,22
1014137,199
1460613,130
1269949,88
1022949,35
1118546,65
1006832,217
1461216,182
1333438,206
1014151,481
1196661,406
1072688,149
1161832,28
1146287,62
1329636,42
1113345,353
1079296,412
1245711,374
1312378,109
1280461,184
1132214,223
1013410,394
1315890,356
1453825,376
1137590,23
1046820,19
1100813,21
1213133,28
1119887,24
1339495,37
1172173,24
1250692,26
1000962,399
1122867,476
1367068,183
1181254,19
1411654,107
1154407,117
1477833,40
1422724,32
1112704,117
1346146,184
1108405,227
1194904,70
1448084,43
1266676,26
1099057,48
1188584,326
1230753,270
1237054,317
1161084,331
1401228,264
1493372,89
1395665,43
1002279,82
1424621,49
1256602,201
1390004,379
1146927,231
1057232,44
1319822,45
1353668,46
1157084,579
1115935,226
1033089,453
1090029,84
1464617,82
1209279,62
1039223,72
1152313,142
1198253,131
1356983,58
1375236,38
1276289,51
1188533,313
1163547,456
1089771,278
1449997,25
1261700,28
1098789,27
1119881,100
1174890,124
1194658,174
1354710,35
1276097,28
1451749,32
1260659,125
1342195,71
1177959,124
1346194,41
1081095,103
1228200,77
1400215,290
1101987,284
1280892,115
1207745,612
1158313,515
1326014,217
1040372,43
1405754,76
1251759,59
1094372,310
1113898,489
1351735,450
1305756,128
1144073,129
1219445,139
1399854,685
1077708,292
1136982,538
1168044,108
1301176,100
1045879,65
1375132,159
1224442,140
1195553,67
1486052,49
1406304,47
1003371,437
1447908,499
1022766,339
1359162,24
1149541,28
1389512,26
1294598,159
1187407,187
1151085,290
1262007,60
1273205,47
1098767,50
1328665,189
1207902,90
1110134,149
1135750,35
1404904,68
1252213,45
1471895,467
1370308,367
1488744,221
1312130,195
1432207,163
1067574,46
1497576,20
1173597,41
1463356,27
1476005,163
1226297,292
1312818,191
1170077,67
1132041,71
1144962,71
1180712,256
1420842,116
1048319,176
1062167,31
1281864,30
1310639,27
1316568,52
1470598,38
1126729,27
1187117,19
1231315,21
1193778,154
1497770,219
1296043,132
1109033,79
1253619,106
1015055,131
1323954,42
1236535,22
1291602,38
1034239,31
1487244,188
1432981,174
1413500,99
1240615,1282
1125250,776
1049986,456
1432590,45
1064865,78
1462054,56
1175329,461
1231504,526
1310137,752
1176123,76
1267634,57
1397808,143
1489068,796
1399261,438
1057026,725
1157087,93
1221970,92
1055041,147
1378097,183
1154169,121
1062376,134
1181839,58
1276632,78
1388270,628
1171130,484
1242759,223
1035528,34
1232845,35
1133643,33
1020633,156
1137724,320
1418017,265
1129706,97
1414426,87
1443244,68
1336913,99
1216868,155
1074099,356
1005733,54
1187232,44
1315006,455
1429640,371
1193124,295
1321067,71
1020914,94
1464172,62
1012356,231
1048213,208
1414658,199
1067356,1011
1402145,522
1205618,354
1102348,37
1439251,80
1141169,49
1429174,543
1360530,536
1078717,800
1034750,157
1292295,165
1464006,244
1207416,594
1081039,371
1038600,488
1434474,58
1420970,46
1493390,48
1062042,45
1407930,37
1309366,108
1494106,40
1253128,50
1230871,443
1103899,410
1178356,146
1270686,23
1461376,24
1055872,26
1027667,114
1150000,71
1035466,105
1015226,90
1004410,89
1225216,109
1261758,145
1009224,216
1164468,34
1234697,158
1072809,133
1405077,127
1133718,38
1090779,65
1220305,44
1455516,276
1077080,257
1381871,206
1497941,731
1405281,578
1184133,242
1297493,65
1351826,90
1351915,48
1303502,232
1103552,407
1074755,365
1054413,122
1100592,100
1265971,135
1062386,702
1005415,280
1454684,453
1098324,98
1463531,82
1128843,77
1200592,87
1337305,196
1130901,181
1101312,72
1423243,45
1358603,58
1040493,385
1023439,636
1402530,431
1148734,28
1115378,30
1138163,140
1089398,188
1111393,258
1441237,55
1073593,42
1353069,41
1237302,180
1068099,67
1296768,119
1407946,40
1341469,86
1099372,57
1310892,348
1190768,353
1070732,187
1249505,279
1235991,228
1260972,96
1207552,36
1043700,36
1311764,40
1387118,258
1193391,275
1091807,213
1240478,126
1494088,110
1347537,109
1102292,408
1088345,173
1446214,227
1033631,34
1291932,33
1048558,27
1374367,28
1379701,205
1324376,508
1000116,246
1213448,16
1246867,124
1414636,140
1390449,165
1440242,47
1382211,20
1248175,30
1395486,25
1222155,53
1031664,328
1022670,353
1280365,208
1034558,72
1147078,59
1459822,31
1099677,143
1348084,145
1220274,71
1209309,77
1184750,127
1190011,119
1319480,112
1305176,108
1251039,17
1312629,81
1031682,267
1034125,90
1046291,18
1444323,118
1317716,143
1057421,198
1428458,202
1348068,102
1380958,170
1001797,702
1207458,445
1252167,223
1402459,33
1336623,58
1092234,41
1276698,360
1014174,409
1389987,497
1176492,53
1248265,51
1045510,98
1045443,450
1099568,233
1295338,423
1207102,49
1391315,40
1251276,37
1003702,50
1371347,81
1495432,54
1427121,78
1314783,33
1358927,38
1465453,379
1183611,293
1272052,116
1363954,21
1409502,21
1030133,187
1363671,199
1035001,201
1410185,70
1432211,57
1065392,55
1373418,79
1365940,120
1242870,195
1231479,32
1404091,27
1181234,158
1085163,123
1436870,89
1254416,33
1471032,60
1334116,41
1347256,186
1311604,151
1063501,147
1025721,414
1276142,303
1060806,138
1071661,29
1498066,54
1407735,31
1051651,170
1363995,372
1454364,224
1467138,37
1074197,40
1230896,56
1115906,508
1186445,202
1478644,365
1096482,109
1429191,109
1257617,88
1440883,65
1021872,146
1154559,133
1095162,51
1300311,35
1389878,51
1412672,309
1155036,424
1112459,264
1133681,21
1218617,23
1190145,23
1262383,99
1331957,128
1481626,197
1134995,40
1285263,29
1106138,36
1175167,139
1205164,79
1483833,178
1496897,30
1074105,60
1465377,32
1106879,258
1150467,238
1116996,121
1185434,1478
1266519,894
1353114,496
1129265,58
1252749,133
1162104,87
1193418,779
1284837,818
1363184,1022
1191468,101
1078789,139
1136805,237
1405386,988
1114322,540
1350211,969
1278837,78
1172455,65
1478221,58
1098408,112
1091951,205
1099622,116
1139472,132
1061430,124
1258982,73
1405793,645
1494572,593
1023532,231
1088540,34
1350522,37
1062543,394
1123146,497
1335657,488
1336480,137
1334472,130
1223905,93
1106947,130
1268382,206
1410375,391
1480252,41
1270897,30
1171323,386
1347721,319
1195122,203
1160060,58
1103877,114
1227192,86
1225674,307
1435797,261
1364079,305
1306281,105
1299709,102
1299648,48
1191925,29
1303294,69
1276615,44
1347235,216
1433729,237
1442624,139
1136999,99
1419217,84
1314342,413
1429773,169
1267876,191
1387167,21
1173342,30
1186948,36
1233252,152
1066977,620
1152418,310
1124445,17
1026138,112
1332514,123
1468716,137
1287492,27
1206863,18
1398867,32
1055136,91
1118702,55
1359875,402
1107202,449
1296158,225
1470774,807
1117544,491
1151189,310
1186842,34
1398197,57
1083741,39
1037042,526
1088465,529
1451012,640
1227620,87
1102512,115
1234887,158
1128433,441
1444037,282
1015740,416
1346922,45
1102942,38
1174075,46
1108936,78
1412117,56
1014965,80
1418316,34
1472488,36
1019856,387
1175542,326
1013232,150
1321001,382
1100828,458
1068732,334
1386147,66
1410568,57
1471314,95
1143781,130
1010375,225
1144387,34
1229377,26
1095558,24
1478260,182
1438799,88
1359239,78
1097687,29
1065465,60
1028748,43
1487448,445
1331356,338
1480686,282
1236999,924
1199822,524
1254681,305
1047669,51
1084506,61
1407062,53
1004423,451
1207875,474
1328513,678
1170969,69
1281563,79
1432075,131
1253965,654
1444649,369
1152272,631
1393567,102
1154663,104
1144903,121
1329590,210
1441678,157
1001524,126
1440235,46
1437743,50
1468736,578
1325002,431
1255670,181
1054864,32
1057573,25
1006532,216
1276400,175
1086209,279
1325888,84
1269656,124
1219510,59
1402597,112
1254290,167
1207536,297
1358623,60
1106454,49
1096522,53
1497989,299
1034611,249
1145961,195
1241244,39
1335255,75
1167949,50
1215373,206
1245385,186
1299559,180
1402501,86
1356370,91
1244578,37
1402872,77
1373011,152
1099626,74
1240618,95
1313356,97
1063775,90
1351476,280
1423116,158
1026366,140
1006892,13
1366540,23
1308211,23
1060946,24
1111869,25
1321821,25
1442998,87
1187281,519
1149992,298
1269393,112
1271415,123
1115599,146
1049715,19
1386843,78
1449443,354
1247790,366
1377409,231
1402068,532
1131692,390
1103707,231
1011869,85
1134421,104
1187227,71
1404182,318
1430582,487
1077995,450
1484671,75
1420778,77
1310109,84
1219340,887
1483037,376
1278014,675
1020009,123
1357861,133
1246537,97
1138911,254
1072349,220
1044205,93
1003775,61
1105139,90
1233795,428
1488993,477
1128989,237
1461060,35
1093258,39
1458579,137
1267831,212
1076102,270
1492794,56
1258414,44
1233270,43
1218069,292
1209101,131
1005839,219
1205721,65
1286663,133
1396005,114
1005991,363
1411749,362
1256153,191
1334064,405
1053700,304
1079711,123
1449942,25
1080233,48
1320661,43
1137255,354
1264796,337
1048031,407
1363159,106
1311397,140
1408686,145
1335629,330
1384967,213
1425196,272
1185945,44
1233671,54
1168634,52
1475193,59
1008215,27
1490942,35
1086613,272
1429213,247
1247277,123
1315521,16
1251613,16
1341539,17
1314843,80
1060246,122
1196722,139
1062489,22
1391156,18
1420868,68
1266795,38
1452943,39
1372739,44
1384170,27
1270445,202
1440443,325
1158748,140
1373369,1402
1171380,771
1334250,269
1260574,44
1004325,76
1402074,50
1305204,565
1225037,582
1174606,834
1118582,127
1302852,94
1236914,147
1047047,801
1219768,372
1449676,683
1459390,68
1403792,58
1181820,90
1158592,61
1106569,78
1460628,45
1456648,56
1074653,556
1172350,415
1064482,164
1035769,27
1092414,25
1187218,29
1309910,47
1064688,79
1208945,123
1223704,241
1342926,304
1016090,190
1084541,133
1006036,240
1271294,274
1293143,37
1380357,307
1394412,148
1045597,119
1242518,42
1425711,79
1236266,53
1391787,212
1018619,218
1439086,208
1487991,768
1460540,291
1421075,84
1337962,38
1205702,40
1216068,37
1416093,181
1106438,521
1187958,251
1461237,77
1493677,91
1346875,119
1047024,483
1179951,242
1272720,340
1009102,85
1102030,62
1357349,59
1254542,80
1239839,73
1142498,49
1479142,37
1127057,48
1143077,278
1315764,442
1076879,333
1117812,19
1171684,20
1187665,122
1150288,144
1092093,204
1447408,32
1331327,27
1478225,78
1247480,33
1105195,46
1439531,28
1079007,57
1068176,41
1396170,254
1334406,241
1014026,158
1352373,452
1243030,369
1041420,150
1319327,43
1410028,59
1139636,29
1036193,259
1003367,520
1387633,279
1332886,111
1080327,105
1013373,132
1078845,498
1240791,182
1474319,305
1494561,68
1150748,50
1140411,54
1440680,41
1067429,96
1160511,87
1065243,57
1279830,32
1030666,42
1433611,310
1333707,516
1266311,352
1103146,19
1491817,130
1212716,157
1301661,210
1233889,38
1342250,30
1079171,29
1132769,168
1177184,82
1162498,27
1226350,63
1353682,36
1144693,306
1200921,320
1098073,183
1083024,404
1496726,262
1222568,124
1118152,27
1474455,55
1344569,254
1362812,472
1357918,283
1427314,134
1177846,132
1447665,131
1180242,453
1057980,194
1057989,319
1494214,32
1360415,84
1474051,71
1139545,44
1102908,29
1281533,31
1233530,225
1474190,253
1195458,133
1481613,20
1004249,84
1165001,101
1022162,100
1185155,26
1152177,142
1374738,60
1379639,83
1333423,25
1128407,50
1204473,34
1310544,239
1154591,241
1494201,120
1115748,556
1353589,380
1484676,164
1048616,25
1314508,54
1296975,37
1372115,206
1336189,320
1121324,269
1045996,82
1361706,83
1431483,79
1387232,403
1160893,181
1431384,311
1235837,62
1436037,45
1202680,44
1412587,34
1377286,93
1197461,83
1116597,28
1062507,31
1030306,226
1013660,281
1086030,200
1229602,22
1272184,21
1433035,87
1374038,110
1222840,139
1356273,28
1101932,22
1021010,114
1171411,47
1337490,86
1332396,25
1303811,49
1333733,35
1191789,197
1325792,204
1476106,154
1171225,440
1235681,379
1224499,242
1423465,28
1120552,53
1292401,40
1226546,333
1485369,358
1369288,415
1432305,132
1079777,137
1092628,171
1282588,312
1415191,245
1209550,314
1370271,25
1104842,22
1381859,32
1062232,29
1171522,47
1084587,27
1439204,25
1159953,321
1379917,235
1082924,95
1380277,18
1303074,19
1357053,133
1482844,215
1095958,49
1335161,41
1432554,56
1058867,82
1289214,146
1028000,164
1437271,20
1399943,19
1107949,130
1356581,48
1194491,26
1203992,47
1073984,32
1158974,175
1244952,130
1350959,165
1221985,563
1428233,330
1247118,196
1460736,26
1317327,49
1233024,34
1471569,329
1415077,350
1056913,453
1277505,89
1359182,155
1430948,375
1013760,247
1147147,333
1415890,43
1265084,40
1431945,47
1484655,56
1161020,30
1175530,318
1154338,201
1130574,108
1051940,18
1440445,19
1192440,147
1260322,204
1421768,212
1449682,50
1415276,43
1453255,75
1248669,113
1230958,172
1157877,30
1325572,177
1431659,90
1309583,67
1209010,28
1285811,52
1136992,38
1108246,172
1104829,137
1330971,130
1224992,592
1268353,357
1232469,195
1410483,36
1063825,70
1243528,52
1349678,331
1072684,401
1342993,559
1495669,92
1322377,94
1202457,92
1415501,592
1363882,333
1080956,557
1134020,52
1151908,44
1350192,54
1416559,82
1092576,57
1344385,73
1217656,39
1302415,40
1242600,406
1467152,440
1438001,157
1460611,23
1441014,25
1357398,149
1077114,166
1263663,144
1372445,68
1298212,55
1491344,54
1281588,125
1136004,124
1289149,203
1474421,23
1473813,25
1252840,124
1172252,122
1189064,88
1361099,42
1013719,78
1073519,51
1277293,214
1159227,171
1139762,207
1295739,157
1009685,138
1474772,54
1165673,20
1065468,40
1102053,25
1161784,232
1051139,396
1269039,156
1158737,71
1246489,89
1202461,88
1198164,312
1011440,176
1413230,161
1094332,23
1141137,24
1049606,26
1391442,161
1359351,384
1233267,228
1314748,14
1413495,103
1225930,113
1137875,131
1190701,21
1122832,46
1089220,32
1249809,370
1093731,400
1064557,224
1117909,346
1214618,268
1089335,111
1213475,15
1170902,38
1481946,137
1224868,171
1106482,143
1273502,27
1216168,48
1083594,364
1224295,143
1013278,269
1005855,64
1056709,43
1249671,58
1230380,116
1484433,104
1267040,41
1473223,26
1233669,224
1250796,319
1313401,203
1237110,16
1238242,18
1000121,70
1129558,86
1018802,128
1368711,113
1368971,69
1240209,99
1430887,24
1476123,52
1068042,42
1124650,173
1289201,128
1281401,65
1485491,423
1104767,408
1260343,135
1420693,33
1462062,72
1057642,37
1379980,180
1095043,425
1096435,258
1339708,82
1430712,86
1348620,94
1489978,536
1343050,187
1171803,318
1239136,56
1159926,52
1167786,33
1261300,75
1164093,65
1161124,52
1077741,59
1139047,49
1253918,244
1081347,564
1067587,383
1029248,21
1456841,24
1383133,105
1263414,137
1110768,180
1363668,27
1187183,23
1364266,133
1026176,45
1177476,79
1499793,38
1245784,105
1031113,64
1117382,309
1449051,334
1441522,168
1220040,197
1445037,170
1313829,71
1345555,39
1278499,46
1352264,317
1466161,606
1252687,234
1479808,112
1223345,123
1049411,131
1003384,319
1363984,173
1216354,200
1394628,28
1343435,29
1370718,41
1156018,26
1395048,148
1314516,309
1399258,133
1338874,16
1118069,16
1465660,97
1255031,120
1058944,105
1305598,14
1196241,47
1004788,24
1463684,23
1061891,49
1257545,39
1137317,290
1316766,280
1215009,180
1198616,350
1119975,267
1173978,103
1003325,29
1014959,38
1238676,237
1180681,260
1154031,185
1392618,70
1158959,87
1174657,97
1215383,512
1056737,168
1226869,316
1338426,74
1119609,66
1063798,32
1045972,38
1150952,193
1077779,459
1144441,298
1257450,21
1254802,114
1250391,146
1045722,190
1346647,31
1026834,27
1283298,130
1481903,40
1318877,63
1130427,41
1357694,111
1244100,78
1131178,282
1402295,344
1126893,157
1093651,557
1112711,426
1105210,222
1164254,52
1498407,51
1283105,52
1415914,224
1057017,353
1137052,334
1144252,72
1370833,103
1295518,99
1065864,547
1166233,251
1209388,414
1374893,70
1119217,55
1004773,71
1248761,173
1178734,157
1098698,53
1044262,38
1053113,343
1309992,382
1307732,210
1417093,28
1326039,22
1233803,105
1099973,123
1409188,178
1369859,38
1251710,32
1152116,33
1363025,197
1267904,133
1269147,256
1001765,55
1392665,276
1261277,283
1422430,153
1106809,1033
1353415,576
1368715,337
1087675,41
1336730,86
1332354,65
1456769,595
1190728,632
1268579,809
1217878,110
1106508,125
1006087,200
1402675,656
1276630,506
1205256,602
1445432,59
1009975,38
1394741,65
1275536,89
1158507,44
1269365,45
1204388,615
1068999,442
1370340,176
1252762,22
1154390,22
1394582,22
1149088,263
1386755,336
1299563,375
1491160,68
1230263,61
1011505,47
1446632,111
1415161,157
1228341,317
1056047,39
1278396,31
1005154,287
1312357,123
1370120,92
1255799,37
1115383,70
1118490,47
1493917,346
1487221,223
1149775,270
1460445,426
1448306,312
1431907,140
1401766,29
1047198,43
1002660,36
1366099,232
1292159,268
1373525,272
1049952,43
1377098,51
1198185,60
1256980,435
1010248,194
1080513,328
1081848,80
1054349,79
1233461,61
1313017,90
1105421,176
1339465,166
1063256,32
1013469,42
1375319,267
1366962,291
1317620,160
1127397,20
1250684,21
1102059,84
1281560,97
1392837,157
1279583,31
1225127,24
1188903,163
1320069,76
1081725,122
1288919,29
1098380,57
1141854,49
1471277,190
1485310,194
1057256,104
1443523,227
1242874,162
1028151,74
1302656,46
1431208,98
1473127,66
1249389,422
1270759,689
1220718,342
1429360,84
1141020,105
1325573,107
1165621,516
1386579,261
1089648,304
1210152,24
1013568,25
1269338,41
1462527,50
1094399,34
1197572,36
1127792,196
1290080,591
1160077,239
1439020,19
1129340,136
1198240,172
1123239,196
1402087,41
1104882,35
1155836,84
1057692,46
1045903,562
1247162,698
1447707,283
1450701,553
1119729,413
1463108,175
1004715,48
1055930,77
1258137,56
1220154,303
1425882,664
1023497,408
1410135,175
1265438,156
1414821,135
1116522,553
1443270,249
1263016,451
1018136,40
1451314,114
1038393,100
1403993,66
1274108,43
1188111,48
1342222,310
1057623,341
1324265,181
1438649,22
1073338,27
1082298,128
1110286,185
1266357,200
1138371,37
1298566,31
1430079,28
1375660,129
1319105,63
1361990,111
1337117,27
1092006,63
1379437,37
1315755,285
1101610,327
1212642,163
1257724,510
1466648,322
1254129,180
1046453,25
1417296,54
1103295,36
1288752,418
1460898,343
1045465,422
1429233,51
1428924,48
1179927,101
1401756,394
1482727,218
1412634,328
1122492,29
1051180,24
1076417,25
1297374,48
1204108,55
1021362,37
1390263,52
1363384,32
1116791,26
1326548,302
1433636,261
1481561,103
1034638,102
1230918,142
1242400,162
1115757,55
1041643,44
1287497,50
1306844,61
1200113,77
1078215,139
1298841,20
1392730,22
1198643,16
1020564,152
1154567,99
1225474,72
1248898,26
1170575,50
1413355,32
1113523,146
1356462,118
1174460,134
1040703,672
1009276,454
1348411,162
1235035,27
1435764,50
1109203,45
1310361,426
1173091,465
1201488,502
1416516,116
1156700,105
1135820,137
1477704,492
1178324,353
1198224,430
1308367,29
1260111,28
1298774,35
1295663,29
1084873,60
1238634,36
1237748,36
1143221,460
1228159,481
1349223,180
1056933,20
1424540,20
1484915,116
1111332,110
1063614,71
1301207,74
1053999,126
1118223,163
1450088,227
1230421,22
1068073,22
1197880,18
1094580,78
1172938,52
1029830,24
1359667,40
1377423,287
1310816,227
1316805,282
1259591,1503
1167271,853
1201964,415
1049973,58
1185564,91
1047036,64
1209578,658
1416876,732
1113492,996
1029884,78
1497894,96
1300128,178
1300828,1126
1394735,541
1339641,879
1395056,123
1015576,127
1328783,74
1208849,166
1242697,225
1359281,150
1485050,137
1309096,73
1066654,85
1333325,772
1065376,643
1392342,292
1418086,38
1126584,48
1140959,39
1313505,276
1117255,442
1266859,450
1352627,157
1366366,117
1476169,108
1372662,143
1226797,206
1296700,432
1240353,57
1147081,53
1187416,56
1261102,442
1458629,365
1242716,290
1421036,46
1346652,119
1245436,80
1198242,382
1045821,265
1443036,264
1173972,1634
1026093,1072
1050787,543
1173917,91
1401571,110
1157221,85
1005375,744
1046037,785
1179494,1004
1351594,132
1004476,134
1108850,238
1243144,971
1152066,532
1222518,846
1387120,99
1333542,73
1017181,63
1272397,80
1435758,128
1373049,89
1408547,133
1428679,61
1244464,61
1384377,749
1488118,603
1228826,241
1245151,34
1095362,37
1069078,36
1049725,182
1187024,246
1135586,287
1277897,155
1269737,143
1027610,118
1365843,152
1086058,235
1219724,432
1199897,51
1416231,50
1391175,306
1140599,226
1099643,176
1088269,50
1073405,97
1055745,67
1472617,269
1230428,257
1040401,299
1113951,183
1095435,180
1363338,82
1349382,45
1035972,112
1285850,56
1116211,165
1221446,492
1067824,201
1325209,71
1250269,105
1422706,93
1276177,496
1129647,201
1270817,239
1205675,18
1374416,21
1371785,30
1437236,33
1342334,47
1015263,209
1005610,681
1207270,395
1328618,19
1263164,120
1370636,135
1052297,164
1234483,42
1344207,25
1194915,34
1450536,95
1114215,65
1076467,417
1013988,465
1410873,246
1026962,365
1003254,252
1267865,148
1226940,66
1332638,48
1105644,128
1336298,216
1443390,161
1314804,50
1179911,60
1005967,67
1419947,362
1364329,138
1229710,172
1215604,45
1188630,39
1019807,25
1397082,33
1004160,197
1009831,442
1386562,269
1204381,17
1318327,17
1087987,83
1057435,99
